"measure","value","units","category","scenario","climset","period","strategy","value_hist","magchange"
"IronGate Mean Spill Days per year",151.8667,"days","Hydropower","HW","CMIP5",2070,"Add Flow
20%",NA,NA
"Freq of UKL Flood Control Release",43.9263,"Percent of Days","Flood Control","HW","CMIP5",2070,"Add Flow
20%",44.1179,-0.191600000000001
"Mean Ann UKL Flood Control Release Volume",448.0705,"KAF","Flood Control","HW","CMIP5",2070,"Add Flow
20%",224.4786,223.5919
"KenoReach Mean Ann Fishing Days",207.7333,"days","Recreation Fishing","HW","CMIP5",2070,"Add Flow
20%",247.6667,-39.9334
"BoyleReach Mean Ann Fishing Days",138,"days","Recreation Fishing","HW","CMIP5",2070,"Add Flow
20%",154.9,-16.9
"HellsCornerReach Mean Ann Fishing Days",229.3,"days","Recreation Fishing","HW","CMIP5",2070,"Add Flow
20%",220.4333,8.86670000000001
"IGScottReach Mean Ann Fishing Days",247.0667,"days","Recreation Fishing","HW","CMIP5",2070,"Add Flow
20%",274.7333,-27.6666
"ScottSalmonReach Mean Ann Fishing Days",189.6333,"days","Recreation Fishing","HW","CMIP5",2070,"Add Flow
20%",183.9667,5.66659999999999
"SalmonTrinityReach Mean Ann Fishing Days",220,"days","Recreation Fishing","HW","CMIP5",2070,"Add Flow
20%",213.9333,6.0667
"TrinityOceanReach Mean Ann Fishing Days",246.7667,"days","Recreation Fishing","HW","CMIP5",2070,"Add Flow
20%",252.9333,-6.16660000000002
"KenoReach Mean Ann Boating Days",182.7333,"days","Recreation Boating","HW","CMIP5",2070,"Add Flow
20%",171.8,10.9333
"BoyleReach Mean Ann Boating Days",50.7333,"days","Recreation Boating","HW","CMIP5",2070,"Add Flow
20%",59,-8.2667
"HellsCornerReach Mean Ann Boating Days",165.5333,"days","Recreation Boating","HW","CMIP5",2070,"Add Flow
20%",256,-90.4667
"IGScottReach Mean Ann Boating Days",247.0667,"days","Recreation Boating","HW","CMIP5",2070,"Add Flow
20%",274.7333,-27.6666
"ScottSalmonReach Mean Ann Boating Days",232.2667,"days","Recreation Boating","HW","CMIP5",2070,"Add Flow
20%",249.2333,-16.9666
"SalmonTrinityReach Mean Ann Boating Days",220,"days","Recreation Boating","HW","CMIP5",2070,"Add Flow
20%",213.9333,6.0667
"TrinityOceanReach Mean Ann Boating Days",246.7667,"days","Recreation Boating","HW","CMIP5",2070,"Add Flow
20%",252.9333,-6.16660000000002
"Mean Percent Full Supply (Apr-Sep)",94.4672,"%","Water Delivery","HW","CMIP5",2070,"Add Flow
20%",NA,NA
"Mean Annual UKL Stg and Inflow",1495.9553,"KAF","Water Delivery","HW","CMIP5",2070,"Add Flow
20%",1377.9978,117.9575
"Mean Annual Shasta Flow",214.1093,"cfs","Water Delivery","HW","CMIP5",2070,"Add Flow
20%",187.6871,26.4222
"Mean Annual Scott Flow",839.7791,"cfs","Water Delivery","HW","CMIP5",2070,"Add Flow
20%",668.7854,170.9937
"Mean Annual MWAT",82.9391,"degF","Water Quality","HW","CMIP5",2070,"Add Flow
20%",75.7443,7.1948
"Mean exceedence of MWAT - Poor",19.2591,"degF","Water Quality","HW","CMIP5",2070,"Add Flow
20%",12.0643,7.1948
"Frequency Meeting Dry Year Fish Targets Scott",67.1899,"% of Days","Ecological Resources","HW","CMIP5",2070,"Reduce Tribs
4degC",70.5029,-3.313
"Frequency Meeting Dry Year Fish Targets Shasta",56.5575,"% of Days","Ecological Resources","HW","CMIP5",2070,"Reduce Tribs
4degC",56.8769,-0.319400000000002
"Mean Percent of Annual Refuge Demand",12.7966,"% of Years","Ecological Resources","HW","CMIP5",2070,"Reduce Tribs
4degC",NA,NA
"Mean Annual Hydropower Generated (MW)",26283.7877,"MW","Hydropower","HW","CMIP5",2070,"Reduce Tribs
4degC",26741.1142,-457.326499999999
"Boyle Mean Spill Volume per year",582.7187,"KAF","Hydropower","HW","CMIP5",2070,"Reduce Tribs
4degC",NA,NA
"Copco1 Mean Spill Volume per year",583.8971,"KAF","Hydropower","HW","CMIP5",2070,"Reduce Tribs
4degC",NA,NA
"Iron Gate Mean Spill Volume per year",951.7957,"KAF","Hydropower","HW","CMIP5",2070,"Reduce Tribs
4degC",NA,NA
"Boyle Mean Spill Days per year",253.1,"days","Hydropower","HW","CMIP5",2070,"Reduce Tribs
4degC",NA,NA
"Copco1 Mean Spill Days per year",62.4333,"days","Hydropower","HW","CMIP5",2070,"Reduce Tribs
4degC",NA,NA
"IronGate Mean Spill Days per year",151.8667,"days","Hydropower","HW","CMIP5",2070,"Reduce Tribs
4degC",NA,NA
"Freq of UKL Flood Control Release",43.9263,"Percent of Days","Flood Control","HW","CMIP5",2070,"Reduce Tribs
4degC",44.1179,-0.191600000000001
"Mean Ann UKL Flood Control Release Volume",448.0705,"KAF","Flood Control","HW","CMIP5",2070,"Reduce Tribs
4degC",224.4786,223.5919
"KenoReach Mean Ann Fishing Days",207.7333,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce Tribs
4degC",247.6667,-39.9334
"BoyleReach Mean Ann Fishing Days",138,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce Tribs
4degC",154.9,-16.9
"HellsCornerReach Mean Ann Fishing Days",229.3,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce Tribs
4degC",220.4333,8.86670000000001
"IGScottReach Mean Ann Fishing Days",247.0667,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce Tribs
4degC",274.7333,-27.6666
"ScottSalmonReach Mean Ann Fishing Days",189.6333,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce Tribs
4degC",183.9667,5.66659999999999
"SalmonTrinityReach Mean Ann Fishing Days",220,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce Tribs
4degC",213.9333,6.0667
"TrinityOceanReach Mean Ann Fishing Days",246.7667,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce Tribs
4degC",252.9333,-6.16660000000002
"KenoReach Mean Ann Boating Days",182.7333,"days","Recreation Boating","HW","CMIP5",2070,"Reduce Tribs
4degC",171.8,10.9333
"BoyleReach Mean Ann Boating Days",50.7333,"days","Recreation Boating","HW","CMIP5",2070,"Reduce Tribs
4degC",59,-8.2667
"HellsCornerReach Mean Ann Boating Days",165.5333,"days","Recreation Boating","HW","CMIP5",2070,"Reduce Tribs
4degC",256,-90.4667
"IGScottReach Mean Ann Boating Days",247.0667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce Tribs
4degC",274.7333,-27.6666
"ScottSalmonReach Mean Ann Boating Days",232.2667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce Tribs
4degC",249.2333,-16.9666
"SalmonTrinityReach Mean Ann Boating Days",220,"days","Recreation Boating","HW","CMIP5",2070,"Reduce Tribs
4degC",213.9333,6.0667
"TrinityOceanReach Mean Ann Boating Days",246.7667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce Tribs
4degC",252.9333,-6.16660000000002
"Mean Percent Full Supply (Apr-Sep)",94.4672,"%","Water Delivery","HW","CMIP5",2070,"Reduce Tribs
4degC",NA,NA
"Mean Annual UKL Stg and Inflow",1495.9553,"KAF","Water Delivery","HW","CMIP5",2070,"Reduce Tribs
4degC",1377.9978,117.9575
"Mean Annual Shasta Flow",214.1093,"cfs","Water Delivery","HW","CMIP5",2070,"Reduce Tribs
4degC",187.6871,26.4222
"Mean Annual Scott Flow",839.7791,"cfs","Water Delivery","HW","CMIP5",2070,"Reduce Tribs
4degC",668.7854,170.9937
"Mean Annual MWAT",80.0737,"degF","Water Quality","HW","CMIP5",2070,"Reduce Tribs
4degC",75.7443,4.32940000000001
"Mean exceedence of MWAT - Poor",16.3937,"degF","Water Quality","HW","CMIP5",2070,"Reduce Tribs
4degC",12.0643,4.3294
"Frequency Meeting Dry Year Fish Targets Scott",67.1899,"% of Days","Ecological Resources","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",70.5029,-3.313
"Frequency Meeting Dry Year Fish Targets Shasta",56.5575,"% of Days","Ecological Resources","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",56.8769,-0.319400000000002
"Mean Percent of Annual Refuge Demand",12.7966,"% of Years","Ecological Resources","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Mean Annual Hydropower Generated (MW)",26283.7877,"MW","Hydropower","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",26741.1142,-457.326499999999
"Boyle Mean Spill Volume per year",582.7187,"KAF","Hydropower","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Copco1 Mean Spill Volume per year",583.8971,"KAF","Hydropower","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Iron Gate Mean Spill Volume per year",951.7957,"KAF","Hydropower","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Boyle Mean Spill Days per year",253.1,"days","Hydropower","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Copco1 Mean Spill Days per year",62.4333,"days","Hydropower","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",NA,NA
"IronGate Mean Spill Days per year",151.8667,"days","Hydropower","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Freq of UKL Flood Control Release",43.9263,"Percent of Days","Flood Control","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",44.1179,-0.191600000000001
"Mean Ann UKL Flood Control Release Volume",448.0705,"KAF","Flood Control","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",224.4786,223.5919
"KenoReach Mean Ann Fishing Days",207.7333,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",247.6667,-39.9334
"BoyleReach Mean Ann Fishing Days",138,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",154.9,-16.9
"HellsCornerReach Mean Ann Fishing Days",229.3,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",220.4333,8.86670000000001
"IGScottReach Mean Ann Fishing Days",247.0667,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",274.7333,-27.6666
"ScottSalmonReach Mean Ann Fishing Days",189.6333,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",183.9667,5.66659999999999
"SalmonTrinityReach Mean Ann Fishing Days",220,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",213.9333,6.0667
"TrinityOceanReach Mean Ann Fishing Days",246.7667,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",252.9333,-6.16660000000002
"KenoReach Mean Ann Boating Days",182.7333,"days","Recreation Boating","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",171.8,10.9333
"BoyleReach Mean Ann Boating Days",50.7333,"days","Recreation Boating","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",59,-8.2667
"HellsCornerReach Mean Ann Boating Days",165.5333,"days","Recreation Boating","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",256,-90.4667
"IGScottReach Mean Ann Boating Days",247.0667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",274.7333,-27.6666
"ScottSalmonReach Mean Ann Boating Days",232.2667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",249.2333,-16.9666
"SalmonTrinityReach Mean Ann Boating Days",220,"days","Recreation Boating","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",213.9333,6.0667
"TrinityOceanReach Mean Ann Boating Days",246.7667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",252.9333,-6.16660000000002
"Mean Percent Full Supply (Apr-Sep)",94.4672,"%","Water Delivery","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Mean Annual UKL Stg and Inflow",1495.9553,"KAF","Water Delivery","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",1377.9978,117.9575
"Mean Annual Shasta Flow",214.1093,"cfs","Water Delivery","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",187.6871,26.4222
"Mean Annual Scott Flow",839.7791,"cfs","Water Delivery","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",668.7854,170.9937
"Mean Annual MWAT",80.5366,"degF","Water Quality","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",75.7443,4.79230000000001
"Mean exceedence of MWAT - Poor",16.8566,"degF","Water Quality","HW","CMIP5",2070,"Reduce Dam
Outflow
4degC",12.0643,4.7923
"Frequency Meeting Dry Year Fish Targets Scott",65.8574,"% of Days","Ecological Resources","WD","CMIP3",2030,"Baseline",70.5029,-4.6455
"Frequency Meeting Dry Year Fish Targets Shasta",53.2719,"% of Days","Ecological Resources","WD","CMIP3",2030,"Baseline",56.8769,-3.605
"Mean Annual Water Delivery to LKNWR",16.3383,"KAF","Ecological Resources","WD","CMIP3",2030,"Baseline",24.6143,-8.276
"Mean Annual Hydropower Generated (MW)",25394.6459,"MW","Hydropower","WD","CMIP3",2030,"Baseline",26741.1142,-1346.4683
"Boyle Mean Spill Volume per Year",196.0889,"KAF","Hydropower","WD","CMIP3",2030,"Baseline",163.0602,33.0287
"Copco1 Mean Spill Volume per Year",211.8479,"KAF","Hydropower","WD","CMIP3",2030,"Baseline",186.3791,25.4688
"Iron Gate Mean Spill Volume per Year",512.654,"KAF","Hydropower","WD","CMIP3",2030,"Baseline",533.8601,-21.2061
"Boyle Mean Spill Days per Year",155.3,"days","Hydropower","WD","CMIP3",2030,"Baseline",105.9,49.4
"Copco1 Mean Spill Days per Year",44.2,"days","Hydropower","WD","CMIP3",2030,"Baseline",42.8,1.40000000000001
"Iron Gate Mean Spill Days per Year",132.2333,"days","Hydropower","WD","CMIP3",2030,"Baseline",170.3333,-38.1
"Freq of UKL Flood Control Release",41.453,"Percent of Days","Flood Control","WD","CMIP3",2030,"Baseline",44.1179,-2.6649
"Mean Ann UKL Flood Control Release Volume",218.4893,"KAF","Flood Control","WD","CMIP3",2030,"Baseline",224.4786,-5.98930000000001
"KenoReach Mean Ann Fishing Days",257.2333,"days","Recreation Fishing","WD","CMIP3",2030,"Baseline",247.6667,9.56659999999999
"BoyleReach Mean Ann Fishing Days",157.7,"days","Recreation Fishing","WD","CMIP3",2030,"Baseline",154.9,2.79999999999998
"HellsCornerReach Mean Ann Fishing Days",257.8,"days","Recreation Fishing","WD","CMIP3",2030,"Baseline",220.4333,37.3667
"IGScottReach Mean Ann Fishing Days",281.9667,"days","Recreation Fishing","WD","CMIP3",2030,"Baseline",274.7333,7.23340000000002
"ScottSalmonReach Mean Ann Fishing Days",197.1,"days","Recreation Fishing","WD","CMIP3",2030,"Baseline",183.9667,13.1333
"SalmonTrinityReach Mean Ann Fishing Days",231.9667,"days","Recreation Fishing","WD","CMIP3",2030,"Baseline",213.9333,18.0334
"TrinityOceanReach Mean Ann Fishing Days",261.8,"days","Recreation Fishing","WD","CMIP3",2030,"Baseline",252.9333,8.86670000000001
"KenoReach Mean Ann Boating Days",177.7333,"days","Recreation Boating","WD","CMIP3",2030,"Baseline",171.8,5.9333
"BoyleReach Mean Ann Boating Days",52.6,"days","Recreation Boating","WD","CMIP3",2030,"Baseline",59,-6.4
"HellsCornerReach Mean Ann Boating Days",210.9667,"days","Recreation Boating","WD","CMIP3",2030,"Baseline",256,-45.0333
"IGScottReach Mean Ann Boating Days",281.9667,"days","Recreation Boating","WD","CMIP3",2030,"Baseline",274.7333,7.23340000000002
"ScottSalmonReach Mean Ann Boating Days",257.3,"days","Recreation Boating","WD","CMIP3",2030,"Baseline",249.2333,8.0667
"SalmonTrinityReach Mean Ann Boating Days",231.9667,"days","Recreation Boating","WD","CMIP3",2030,"Baseline",213.9333,18.0334
"TrinityOceanReach Mean Ann Boating Days",261.8,"days","Recreation Boating","WD","CMIP3",2030,"Baseline",252.9333,8.86670000000001
"Mean Project Supply (Apr-Sep)",357.2308,"KAF","Water Delivery","WD","CMIP3",2030,"Baseline",361.3104,-4.07960000000003
"Mean Annual UKL Stg and Inflow",1366.7066,"KAF","Water Delivery","WD","CMIP3",2030,"Baseline",1377.9978,-11.2912000000001
"Mean Annual Shasta Flow",179.9013,"cfs","Water Delivery","WD","CMIP3",2030,"Baseline",187.6871,-7.78579999999999
"Mean Annual Scott Flow",629.2486,"cfs","Water Delivery","WD","CMIP3",2030,"Baseline",668.7854,-39.5368
"Mean Annual MWAT",78.9217,"degF","Water Quality","WD","CMIP3",2030,"Baseline",75.7443,3.17740000000001
"Mean exceedence of MWAT - Poor",15.2417,"degF","Water Quality","WD","CMIP3",2030,"Baseline",12.0643,3.1774
"Frequency Meeting Dry Year Fish Targets Scott",65.8574,"% of Days","Ecological Resources","WD","CMIP3",2030,"Add Flow
10%",70.5029,-4.6455
"Frequency Meeting Dry Year Fish Targets Shasta",53.2719,"% of Days","Ecological Resources","WD","CMIP3",2030,"Add Flow
10%",56.8769,-3.605
"Mean Percent of Annual Refuge Demand",17.1261,"% of Years","Ecological Resources","WD","CMIP3",2030,"Add Flow
10%",NA,NA
"Mean Annual Hydropower Generated (MW)",25394.6459,"MW","Hydropower","WD","CMIP3",2030,"Add Flow
10%",26741.1142,-1346.4683
"Boyle Mean Spill Volume per year",196.0889,"KAF","Hydropower","WD","CMIP3",2030,"Add Flow
10%",NA,NA
"Copco1 Mean Spill Volume per year",211.8479,"KAF","Hydropower","WD","CMIP3",2030,"Add Flow
10%",NA,NA
"Iron Gate Mean Spill Volume per year",512.654,"KAF","Hydropower","WD","CMIP3",2030,"Add Flow
10%",NA,NA
"Boyle Mean Spill Days per year",155.3,"days","Hydropower","WD","CMIP3",2030,"Add Flow
10%",NA,NA
"Copco1 Mean Spill Days per year",44.2,"days","Hydropower","WD","CMIP3",2030,"Add Flow
10%",NA,NA
"IronGate Mean Spill Days per year",132.2333,"days","Hydropower","WD","CMIP3",2030,"Add Flow
10%",NA,NA
"Freq of UKL Flood Control Release",41.453,"Percent of Days","Flood Control","WD","CMIP3",2030,"Add Flow
10%",44.1179,-2.6649
"Mean Ann UKL Flood Control Release Volume",218.4893,"KAF","Flood Control","WD","CMIP3",2030,"Add Flow
10%",224.4786,-5.98930000000001
"KenoReach Mean Ann Fishing Days",257.2333,"days","Recreation Fishing","WD","CMIP3",2030,"Add Flow
10%",247.6667,9.56659999999999
"BoyleReach Mean Ann Fishing Days",157.7,"days","Recreation Fishing","WD","CMIP3",2030,"Add Flow
10%",154.9,2.79999999999998
"HellsCornerReach Mean Ann Fishing Days",257.8,"days","Recreation Fishing","WD","CMIP3",2030,"Add Flow
10%",220.4333,37.3667
"IGScottReach Mean Ann Fishing Days",281.9667,"days","Recreation Fishing","WD","CMIP3",2030,"Add Flow
10%",274.7333,7.23340000000002
"ScottSalmonReach Mean Ann Fishing Days",197.1,"days","Recreation Fishing","WD","CMIP3",2030,"Add Flow
10%",183.9667,13.1333
"SalmonTrinityReach Mean Ann Fishing Days",231.9667,"days","Recreation Fishing","WD","CMIP3",2030,"Add Flow
10%",213.9333,18.0334
"TrinityOceanReach Mean Ann Fishing Days",261.8,"days","Recreation Fishing","WD","CMIP3",2030,"Add Flow
10%",252.9333,8.86670000000001
"KenoReach Mean Ann Boating Days",177.7333,"days","Recreation Boating","WD","CMIP3",2030,"Add Flow
10%",171.8,5.9333
"BoyleReach Mean Ann Boating Days",52.6,"days","Recreation Boating","WD","CMIP3",2030,"Add Flow
10%",59,-6.4
"HellsCornerReach Mean Ann Boating Days",210.9667,"days","Recreation Boating","WD","CMIP3",2030,"Add Flow
10%",256,-45.0333
"IGScottReach Mean Ann Boating Days",281.9667,"days","Recreation Boating","WD","CMIP3",2030,"Add Flow
10%",274.7333,7.23340000000002
"ScottSalmonReach Mean Ann Boating Days",257.3,"days","Recreation Boating","WD","CMIP3",2030,"Add Flow
10%",249.2333,8.0667
"SalmonTrinityReach Mean Ann Boating Days",231.9667,"days","Recreation Boating","WD","CMIP3",2030,"Add Flow
10%",213.9333,18.0334
"TrinityOceanReach Mean Ann Boating Days",261.8,"days","Recreation Boating","WD","CMIP3",2030,"Add Flow
10%",252.9333,8.86670000000001
"Mean Percent Full Supply (Apr-Sep)",91.5976,"%","Water Delivery","WD","CMIP3",2030,"Add Flow
10%",NA,NA
"Mean Annual UKL Stg and Inflow",1366.7066,"KAF","Water Delivery","WD","CMIP3",2030,"Add Flow
10%",1377.9978,-11.2912000000001
"Mean Annual Shasta Flow",179.9013,"cfs","Water Delivery","WD","CMIP3",2030,"Add Flow
10%",187.6871,-7.78579999999999
"Mean Annual Scott Flow",629.2486,"cfs","Water Delivery","WD","CMIP3",2030,"Add Flow
10%",668.7854,-39.5368
"Mean Annual MWAT",78.4966,"degF","Water Quality","WD","CMIP3",2030,"Add Flow
10%",75.7443,2.75230000000001
"Mean exceedence of MWAT - Poor",14.8166,"degF","Water Quality","WD","CMIP3",2030,"Add Flow
10%",12.0643,2.7523
"Frequency Meeting Dry Year Fish Targets Scott",65.8574,"% of Days","Ecological Resources","WD","CMIP3",2030,"Add Flow
20%",70.5029,-4.6455
"Frequency Meeting Dry Year Fish Targets Shasta",53.2719,"% of Days","Ecological Resources","WD","CMIP3",2030,"Add Flow
20%",56.8769,-3.605
"Mean Percent of Annual Refuge Demand",17.1261,"% of Years","Ecological Resources","WD","CMIP3",2030,"Add Flow
20%",NA,NA
"Mean Annual Hydropower Generated (MW)",25394.6459,"MW","Hydropower","WD","CMIP3",2030,"Add Flow
20%",26741.1142,-1346.4683
"Boyle Mean Spill Volume per year",196.0889,"KAF","Hydropower","WD","CMIP3",2030,"Add Flow
20%",NA,NA
"Copco1 Mean Spill Volume per year",211.8479,"KAF","Hydropower","WD","CMIP3",2030,"Add Flow
20%",NA,NA
"Iron Gate Mean Spill Volume per year",512.654,"KAF","Hydropower","WD","CMIP3",2030,"Add Flow
20%",NA,NA
"Boyle Mean Spill Days per year",155.3,"days","Hydropower","WD","CMIP3",2030,"Add Flow
20%",NA,NA
"Copco1 Mean Spill Days per year",44.2,"days","Hydropower","WD","CMIP3",2030,"Add Flow
20%",NA,NA
"IronGate Mean Spill Days per year",132.2333,"days","Hydropower","WD","CMIP3",2030,"Add Flow
20%",NA,NA
"Freq of UKL Flood Control Release",41.453,"Percent of Days","Flood Control","WD","CMIP3",2030,"Add Flow
20%",44.1179,-2.6649
"Mean Ann UKL Flood Control Release Volume",218.4893,"KAF","Flood Control","WD","CMIP3",2030,"Add Flow
20%",224.4786,-5.98930000000001
"KenoReach Mean Ann Fishing Days",257.2333,"days","Recreation Fishing","WD","CMIP3",2030,"Add Flow
20%",247.6667,9.56659999999999
