"measure","value","units","category","scenario","climset","period","strategy"
"HellsCornerReach Mean Ann Boating Days",210.3667,"days","Recreation Boating","WW","CMIP5",2030,"Reduce
ET 50%"
"IGScottReach Mean Ann Boating Days",273.9667,"days","Recreation Boating","WW","CMIP5",2030,"Reduce
ET 50%"
"ScottSalmonReach Mean Ann Boating Days",233.7333,"days","Recreation Boating","WW","CMIP5",2030,"Reduce
ET 50%"
"SalmonTrinityReach Mean Ann Boating Days",206.3667,"days","Recreation Boating","WW","CMIP5",2030,"Reduce
ET 50%"
"TrinityOceanReach Mean Ann Boating Days",236.8667,"days","Recreation Boating","WW","CMIP5",2030,"Reduce
ET 50%"
"Mean Project Supply (Apr-Sep)",372.2228,"KAF","Water Delivery","WW","CMIP5",2030,"Reduce
ET 50%"
"Mean Annual UKL Stg and Inflow",1468.9884,"KAF","Water Delivery","WW","CMIP5",2030,"Reduce
ET 50%"
"Mean Annual Shasta Flow",212.8666,"cfs","Water Delivery","WW","CMIP5",2030,"Reduce
ET 50%"
"Mean Annual Scott Flow",828.5148,"cfs","Water Delivery","WW","CMIP5",2030,"Reduce
ET 50%"
"Mean Annual MWAT",78.9963,"degF","Water Quality","WW","CMIP5",2030,"Reduce
ET 50%"
"Mean exceedence of MWAT - Poor",15.3163,"degF","Water Quality","WW","CMIP5",2030,"Reduce
ET 50%"
"Frequency Meeting Dry Year Fish Targets Scott",73.9436,"% of Days","Ecological Resources","WW","CMIP5",2030,"Add
30KAF"
"Frequency Meeting Dry Year Fish Targets Shasta",60.2355,"% of Days","Ecological Resources","WW","CMIP5",2030,"Add
30KAF"
"Mean Annual Water Delivery to LKNWR",19.6411,"KAF","Ecological Resources","WW","CMIP5",2030,"Add
30KAF"
"Mean Annual Hydropower Generated (MW)",27458.4202,"MW","Hydropower","WW","CMIP5",2030,"Add
30KAF"
"Boyle Mean Spill Volume per Year",329.3524,"KAF","Hydropower","WW","CMIP5",2030,"Add
30KAF"
"Copco1 Mean Spill Volume per Year",357.8191,"KAF","Hydropower","WW","CMIP5",2030,"Add
30KAF"
"Iron Gate Mean Spill Volume per Year",730.7967,"KAF","Hydropower","WW","CMIP5",2030,"Add
30KAF"
"Boyle Mean Spill Days per Year",189.2333,"days","Hydropower","WW","CMIP5",2030,"Add
30KAF"
"Copco1 Mean Spill Days per Year",57.7333,"days","Hydropower","WW","CMIP5",2030,"Add
30KAF"
"Iron Gate Mean Spill Days per Year",148,"days","Hydropower","WW","CMIP5",2030,"Add
30KAF"
"Freq of UKL Flood Control Release",46.9563,"Percent of Days","Flood Control","WW","CMIP5",2030,"Add
30KAF"
"Mean Ann UKL Flood Control Release Volume",344.22,"KAF","Flood Control","WW","CMIP5",2030,"Add
30KAF"
"KenoReach Mean Ann Fishing Days",229.9333,"days","Recreation Fishing","WW","CMIP5",2030,"Add
30KAF"
"BoyleReach Mean Ann Fishing Days",131,"days","Recreation Fishing","WW","CMIP5",2030,"Add
30KAF"
"HellsCornerReach Mean Ann Fishing Days",239.1333,"days","Recreation Fishing","WW","CMIP5",2030,"Add
30KAF"
"IGScottReach Mean Ann Fishing Days",273.0667,"days","Recreation Fishing","WW","CMIP5",2030,"Add
30KAF"
"ScottSalmonReach Mean Ann Fishing Days",178.9,"days","Recreation Fishing","WW","CMIP5",2030,"Add
30KAF"
"SalmonTrinityReach Mean Ann Fishing Days",205.8333,"days","Recreation Fishing","WW","CMIP5",2030,"Add
30KAF"
"TrinityOceanReach Mean Ann Fishing Days",236.5333,"days","Recreation Fishing","WW","CMIP5",2030,"Add
30KAF"
"KenoReach Mean Ann Boating Days",193.5667,"days","Recreation Boating","WW","CMIP5",2030,"Add
30KAF"
"BoyleReach Mean Ann Boating Days",57.4333,"days","Recreation Boating","WW","CMIP5",2030,"Add
30KAF"
"HellsCornerReach Mean Ann Boating Days",212.5,"days","Recreation Boating","WW","CMIP5",2030,"Add
30KAF"
"IGScottReach Mean Ann Boating Days",273.0667,"days","Recreation Boating","WW","CMIP5",2030,"Add
30KAF"
"ScottSalmonReach Mean Ann Boating Days",233.1333,"days","Recreation Boating","WW","CMIP5",2030,"Add
30KAF"
"SalmonTrinityReach Mean Ann Boating Days",205.8333,"days","Recreation Boating","WW","CMIP5",2030,"Add
30KAF"
"TrinityOceanReach Mean Ann Boating Days",236.5333,"days","Recreation Boating","WW","CMIP5",2030,"Add
30KAF"
"Mean Project Supply (Apr-Sep)",374.0289,"KAF","Water Delivery","WW","CMIP5",2030,"Add
30KAF"
"Mean Annual UKL Stg and Inflow",1484.0562,"KAF","Water Delivery","WW","CMIP5",2030,"Add
30KAF"
"Mean Annual Shasta Flow",212.2924,"cfs","Water Delivery","WW","CMIP5",2030,"Add
30KAF"
"Mean Annual Scott Flow",827.2676,"cfs","Water Delivery","WW","CMIP5",2030,"Add
30KAF"
"Mean Annual MWAT",79.0057,"degF","Water Quality","WW","CMIP5",2030,"Add
30KAF"
"Mean exceedence of MWAT - Poor",15.3257,"degF","Water Quality","WW","CMIP5",2030,"Add
30KAF"
"Frequency Meeting Dry Year Fish Targets Scott",70.5029,"% of Days","Ecological Resources","WW","CMIP5",2070,"Historical"
"Frequency Meeting Dry Year Fish Targets Shasta",56.8769,"% of Days","Ecological Resources","WW","CMIP5",2070,"Historical"
"Mean Annual Water Delivery to LKNWR",24.6143,"KAF","Ecological Resources","WW","CMIP5",2070,"Historical"
"Mean Annual Hydropower Generated (MW)",26741.1142,"MW","Hydropower","WW","CMIP5",2070,"Historical"
"Boyle Mean Spill Volume per Year",163.0602,"KAF","Hydropower","WW","CMIP5",2070,"Historical"
"Copco1 Mean Spill Volume per Year",186.3791,"KAF","Hydropower","WW","CMIP5",2070,"Historical"
"Iron Gate Mean Spill Volume per Year",533.8601,"KAF","Hydropower","WW","CMIP5",2070,"Historical"
"Boyle Mean Spill Days per Year",105.9,"days","Hydropower","WW","CMIP5",2070,"Historical"
"Copco1 Mean Spill Days per Year",42.8,"days","Hydropower","WW","CMIP5",2070,"Historical"
"Iron Gate Mean Spill Days per Year",170.3333,"days","Hydropower","WW","CMIP5",2070,"Historical"
"Freq of UKL Flood Control Release",44.1179,"Percent of Days","Flood Control","WW","CMIP5",2070,"Historical"
"Mean Ann UKL Flood Control Release Volume",224.4786,"KAF","Flood Control","WW","CMIP5",2070,"Historical"
"KenoReach Mean Ann Fishing Days",247.6667,"days","Recreation Fishing","WW","CMIP5",2070,"Historical"
"BoyleReach Mean Ann Fishing Days",154.9,"days","Recreation Fishing","WW","CMIP5",2070,"Historical"
"HellsCornerReach Mean Ann Fishing Days",220.4333,"days","Recreation Fishing","WW","CMIP5",2070,"Historical"
"IGScottReach Mean Ann Fishing Days",274.7333,"days","Recreation Fishing","WW","CMIP5",2070,"Historical"
"ScottSalmonReach Mean Ann Fishing Days",183.9667,"days","Recreation Fishing","WW","CMIP5",2070,"Historical"
"SalmonTrinityReach Mean Ann Fishing Days",213.9333,"days","Recreation Fishing","WW","CMIP5",2070,"Historical"
"TrinityOceanReach Mean Ann Fishing Days",252.9333,"days","Recreation Fishing","WW","CMIP5",2070,"Historical"
"KenoReach Mean Ann Boating Days",171.8,"days","Recreation Boating","WW","CMIP5",2070,"Historical"
"BoyleReach Mean Ann Boating Days",59,"days","Recreation Boating","WW","CMIP5",2070,"Historical"
"HellsCornerReach Mean Ann Boating Days",256,"days","Recreation Boating","WW","CMIP5",2070,"Historical"
"IGScottReach Mean Ann Boating Days",274.7333,"days","Recreation Boating","WW","CMIP5",2070,"Historical"
"ScottSalmonReach Mean Ann Boating Days",249.2333,"days","Recreation Boating","WW","CMIP5",2070,"Historical"
"SalmonTrinityReach Mean Ann Boating Days",213.9333,"days","Recreation Boating","WW","CMIP5",2070,"Historical"
"TrinityOceanReach Mean Ann Boating Days",252.9333,"days","Recreation Boating","WW","CMIP5",2070,"Historical"
"Mean Project Supply (Apr-Sep)",361.3104,"KAF","Water Delivery","WW","CMIP5",2070,"Historical"
"Mean Annual UKL Stg and Inflow",1377.9978,"KAF","Water Delivery","WW","CMIP5",2070,"Historical"
"Mean Annual Shasta Flow",187.6871,"cfs","Water Delivery","WW","CMIP5",2070,"Historical"
"Mean Annual Scott Flow",668.7854,"cfs","Water Delivery","WW","CMIP5",2070,"Historical"
"Mean Annual MWAT",75.7443,"degF","Water Quality","WW","CMIP5",2070,"Historical"
"Mean exceedence of MWAT - Poor",12.0643,"degF","Water Quality","WW","CMIP5",2070,"Historical"
"Frequency Meeting Dry Year Fish Targets Scott",76.1431,"% of Days","Ecological Resources","WW","CMIP5",2070,"Baseline"
"Frequency Meeting Dry Year Fish Targets Shasta",66.0582,"% of Days","Ecological Resources","WW","CMIP5",2070,"Baseline"
"Mean Annual Water Delivery to LKNWR",15.6696,"KAF","Ecological Resources","WW","CMIP5",2070,"Baseline"
"Mean Annual Hydropower Generated (MW)",27374.5849,"MW","Hydropower","WW","CMIP5",2070,"Baseline"
"Boyle Mean Spill Volume per Year",398.7803,"KAF","Hydropower","WW","CMIP5",2070,"Baseline"
"Copco1 Mean Spill Volume per Year",416.2883,"KAF","Hydropower","WW","CMIP5",2070,"Baseline"
"Iron Gate Mean Spill Volume per Year",783.8572,"KAF","Hydropower","WW","CMIP5",2070,"Baseline"
"Boyle Mean Spill Days per Year",230.1333,"days","Hydropower","WW","CMIP5",2070,"Baseline"
"Copco1 Mean Spill Days per Year",59,"days","Hydropower","WW","CMIP5",2070,"Baseline"
"Iron Gate Mean Spill Days per Year",149.7667,"days","Hydropower","WW","CMIP5",2070,"Baseline"
"Freq of UKL Flood Control Release",45.9432,"Percent of Days","Flood Control","WW","CMIP5",2070,"Baseline"
"Mean Ann UKL Flood Control Release Volume",366.6051,"KAF","Flood Control","WW","CMIP5",2070,"Baseline"
"KenoReach Mean Ann Fishing Days",212.8667,"days","Recreation Fishing","WW","CMIP5",2070,"Baseline"
"BoyleReach Mean Ann Fishing Days",125.9667,"days","Recreation Fishing","WW","CMIP5",2070,"Baseline"
"HellsCornerReach Mean Ann Fishing Days",233.5333,"days","Recreation Fishing","WW","CMIP5",2070,"Baseline"
"IGScottReach Mean Ann Fishing Days",269.2,"days","Recreation Fishing","WW","CMIP5",2070,"Baseline"
"ScottSalmonReach Mean Ann Fishing Days",175.3667,"days","Recreation Fishing","WW","CMIP5",2070,"Baseline"
"SalmonTrinityReach Mean Ann Fishing Days",206.2,"days","Recreation Fishing","WW","CMIP5",2070,"Baseline"
"TrinityOceanReach Mean Ann Fishing Days",234.3,"days","Recreation Fishing","WW","CMIP5",2070,"Baseline"
"KenoReach Mean Ann Boating Days",197.7333,"days","Recreation Boating","WW","CMIP5",2070,"Baseline"
"BoyleReach Mean Ann Boating Days",61.8667,"days","Recreation Boating","WW","CMIP5",2070,"Baseline"
"HellsCornerReach Mean Ann Boating Days",204.3333,"days","Recreation Boating","WW","CMIP5",2070,"Baseline"
"IGScottReach Mean Ann Boating Days",269.2,"days","Recreation Boating","WW","CMIP5",2070,"Baseline"
"ScottSalmonReach Mean Ann Boating Days",231.1,"days","Recreation Boating","WW","CMIP5",2070,"Baseline"
"SalmonTrinityReach Mean Ann Boating Days",206.2,"days","Recreation Boating","WW","CMIP5",2070,"Baseline"
"TrinityOceanReach Mean Ann Boating Days",234.3,"days","Recreation Boating","WW","CMIP5",2070,"Baseline"
"Mean Project Supply (Apr-Sep)",372.4986,"KAF","Water Delivery","WW","CMIP5",2070,"Baseline"
"Mean Annual UKL Stg and Inflow",1514.5107,"KAF","Water Delivery","WW","CMIP5",2070,"Baseline"
"Mean Annual Shasta Flow",224.3609,"cfs","Water Delivery","WW","CMIP5",2070,"Baseline"
"Mean Annual Scott Flow",859.7871,"cfs","Water Delivery","WW","CMIP5",2070,"Baseline"
"Mean Annual MWAT",79.394,"degF","Water Quality","WW","CMIP5",2070,"Baseline"
"Mean exceedence of MWAT - Poor",15.714,"degF","Water Quality","WW","CMIP5",2070,"Baseline"
"Frequency Meeting Dry Year Fish Targets Scott",75.8967,"% of Days","Ecological Resources","WW","CMIP5",2070,"Reduce
ET 30%"
"Frequency Meeting Dry Year Fish Targets Shasta",64.8261,"% of Days","Ecological Resources","WW","CMIP5",2070,"Reduce
ET 30%"
"Mean Annual Water Delivery to LKNWR",16.9761,"KAF","Ecological Resources","WW","CMIP5",2070,"Reduce
ET 30%"
"Mean Annual Hydropower Generated (MW)",27434.1526,"MW","Hydropower","WW","CMIP5",2070,"Reduce
ET 30%"
"Boyle Mean Spill Volume per Year",401.1018,"KAF","Hydropower","WW","CMIP5",2070,"Reduce
ET 30%"
"Copco1 Mean Spill Volume per Year",418.5846,"KAF","Hydropower","WW","CMIP5",2070,"Reduce
ET 30%"
"Iron Gate Mean Spill Volume per Year",786.9697,"KAF","Hydropower","WW","CMIP5",2070,"Reduce
ET 30%"
"Boyle Mean Spill Days per Year",230.2667,"days","Hydropower","WW","CMIP5",2070,"Reduce
ET 30%"
"Copco1 Mean Spill Days per Year",59.2333,"days","Hydropower","WW","CMIP5",2070,"Reduce
ET 30%"
"Iron Gate Mean Spill Days per Year",150.2,"days","Hydropower","WW","CMIP5",2070,"Reduce
ET 30%"
"Freq of UKL Flood Control Release",45.0488,"Percent of Days","Flood Control","WW","CMIP5",2070,"Reduce
ET 30%"
"Mean Ann UKL Flood Control Release Volume",367.5035,"KAF","Flood Control","WW","CMIP5",2070,"Reduce
ET 30%"
"KenoReach Mean Ann Fishing Days",212.1333,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce
ET 30%"
"BoyleReach Mean Ann Fishing Days",124.9,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce
ET 30%"
"HellsCornerReach Mean Ann Fishing Days",232.6667,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce
ET 30%"
"IGScottReach Mean Ann Fishing Days",268.9667,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce
ET 30%"
"ScottSalmonReach Mean Ann Fishing Days",174.9667,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce
ET 30%"
"SalmonTrinityReach Mean Ann Fishing Days",206.2667,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce
ET 30%"
"TrinityOceanReach Mean Ann Fishing Days",234.2,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce
ET 30%"
"KenoReach Mean Ann Boating Days",198.1,"days","Recreation Boating","WW","CMIP5",2070,"Reduce
ET 30%"
"BoyleReach Mean Ann Boating Days",62,"days","Recreation Boating","WW","CMIP5",2070,"Reduce
ET 30%"
"HellsCornerReach Mean Ann Boating Days",204.6,"days","Recreation Boating","WW","CMIP5",2070,"Reduce
ET 30%"
"IGScottReach Mean Ann Boating Days",268.9667,"days","Recreation Boating","WW","CMIP5",2070,"Reduce
ET 30%"
"ScottSalmonReach Mean Ann Boating Days",231.0667,"days","Recreation Boating","WW","CMIP5",2070,"Reduce
ET 30%"
"SalmonTrinityReach Mean Ann Boating Days",206.2667,"days","Recreation Boating","WW","CMIP5",2070,"Reduce
ET 30%"
"TrinityOceanReach Mean Ann Boating Days",234.2,"days","Recreation Boating","WW","CMIP5",2070,"Reduce
ET 30%"
"Mean Project Supply (Apr-Sep)",373.0194,"KAF","Water Delivery","WW","CMIP5",2070,"Reduce
ET 30%"
"Mean Annual UKL Stg and Inflow",1518.0423,"KAF","Water Delivery","WW","CMIP5",2070,"Reduce
ET 30%"
"Mean Annual Shasta Flow",222.7186,"cfs","Water Delivery","WW","CMIP5",2070,"Reduce
ET 30%"
"Mean Annual Scott Flow",859.9095,"cfs","Water Delivery","WW","CMIP5",2070,"Reduce
ET 30%"
"Mean Annual MWAT",79.394,"degF","Water Quality","WW","CMIP5",2070,"Reduce
ET 30%"
"Mean exceedence of MWAT - Poor",15.714,"degF","Water Quality","WW","CMIP5",2070,"Reduce
ET 30%"
"Frequency Meeting Dry Year Fish Targets Scott",75.2943,"% of Days","Ecological Resources","WW","CMIP5",2070,"Reduce
ET 50%"
"Frequency Meeting Dry Year Fish Targets Shasta",62.9734,"% of Days","Ecological Resources","WW","CMIP5",2070,"Reduce
ET 50%"
"Mean Annual Water Delivery to LKNWR",18.3026,"KAF","Ecological Resources","WW","CMIP5",2070,"Reduce
ET 50%"
"Mean Annual Hydropower Generated (MW)",27468.9751,"MW","Hydropower","WW","CMIP5",2070,"Reduce
ET 50%"
"Boyle Mean Spill Volume per Year",402.6087,"KAF","Hydropower","WW","CMIP5",2070,"Reduce
ET 50%"
"Copco1 Mean Spill Volume per Year",420.2266,"KAF","Hydropower","WW","CMIP5",2070,"Reduce
ET 50%"
"Iron Gate Mean Spill Volume per Year",789.2198,"KAF","Hydropower","WW","CMIP5",2070,"Reduce
ET 50%"
"Boyle Mean Spill Days per Year",230.2667,"days","Hydropower","WW","CMIP5",2070,"Reduce
ET 50%"
"Copco1 Mean Spill Days per Year",59.4333,"days","Hydropower","WW","CMIP5",2070,"Reduce
ET 50%"
"Iron Gate Mean Spill Days per Year",150.6333,"days","Hydropower","WW","CMIP5",2070,"Reduce
ET 50%"
"Freq of UKL Flood Control Release",44.6838,"Percent of Days","Flood Control","WW","CMIP5",2070,"Reduce
ET 50%"
"Mean Ann UKL Flood Control Release Volume",368.3755,"KAF","Flood Control","WW","CMIP5",2070,"Reduce
ET 50%"
"KenoReach Mean Ann Fishing Days",211.4667,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce
ET 50%"
"BoyleReach Mean Ann Fishing Days",124.5667,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce
ET 50%"
"HellsCornerReach Mean Ann Fishing Days",232.2333,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce
ET 50%"
"IGScottReach Mean Ann Fishing Days",268.9333,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce
ET 50%"
"ScottSalmonReach Mean Ann Fishing Days",175,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce
ET 50%"
"SalmonTrinityReach Mean Ann Fishing Days",206.3333,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce
ET 50%"
"TrinityOceanReach Mean Ann Fishing Days",234.1333,"days","Recreation Fishing","WW","CMIP5",2070,"Reduce
ET 50%"
"KenoReach Mean Ann Boating Days",198.0333,"days","Recreation Boating","WW","CMIP5",2070,"Reduce
ET 50%"
"BoyleReach Mean Ann Boating Days",62.4,"days","Recreation Boating","WW","CMIP5",2070,"Reduce
ET 50%"
"HellsCornerReach Mean Ann Boating Days",204.5,"days","Recreation Boating","WW","CMIP5",2070,"Reduce
ET 50%"
"IGScottReach Mean Ann Boating Days",268.9333,"days","Recreation Boating","WW","CMIP5",2070,"Reduce
ET 50%"
"ScottSalmonReach Mean Ann Boating Days",230.9333,"days","Recreation Boating","WW","CMIP5",2070,"Reduce
ET 50%"
"SalmonTrinityReach Mean Ann Boating Days",206.3333,"days","Recreation Boating","WW","CMIP5",2070,"Reduce
ET 50%"
"TrinityOceanReach Mean Ann Boating Days",234.1333,"days","Recreation Boating","WW","CMIP5",2070,"Reduce
ET 50%"
"Mean Project Supply (Apr-Sep)",373.3914,"KAF","Water Delivery","WW","CMIP5",2070,"Reduce
ET 50%"
"Mean Annual UKL Stg and Inflow",1520.4991,"KAF","Water Delivery","WW","CMIP5",2070,"Reduce
ET 50%"
"Mean Annual Shasta Flow",221.6878,"cfs","Water Delivery","WW","CMIP5",2070,"Reduce
ET 50%"
"Mean Annual Scott Flow",860.1197,"cfs","Water Delivery","WW","CMIP5",2070,"Reduce
ET 50%"
"Mean Annual MWAT",79.394,"degF","Water Quality","WW","CMIP5",2070,"Reduce
ET 50%"
"Mean exceedence of MWAT - Poor",15.714,"degF","Water Quality","WW","CMIP5",2070,"Reduce
ET 50%"
"Frequency Meeting Dry Year Fish Targets Scott",76.1431,"% of Days","Ecological Resources","WW","CMIP5",2070,"Add
30KAF"
"Frequency Meeting Dry Year Fish Targets Shasta",66.0582,"% of Days","Ecological Resources","WW","CMIP5",2070,"Add
30KAF"
"Mean Annual Water Delivery to LKNWR",16.0386,"KAF","Ecological Resources","WW","CMIP5",2070,"Add
30KAF"
"Mean Annual Hydropower Generated (MW)",27812.3624,"MW","Hydropower","WW","CMIP5",2070,"Add
30KAF"
"Boyle Mean Spill Volume per Year",408.156,"KAF","Hydropower","WW","CMIP5",2070,"Add
30KAF"
"Copco1 Mean Spill Volume per Year",426.58,"KAF","Hydropower","WW","CMIP5",2070,"Add
30KAF"
"Iron Gate Mean Spill Volume per Year",804.4523,"KAF","Hydropower","WW","CMIP5",2070,"Add
30KAF"
"Boyle Mean Spill Days per Year",230.8333,"days","Hydropower","WW","CMIP5",2070,"Add
30KAF"
"Copco1 Mean Spill Days per Year",60.2,"days","Hydropower","WW","CMIP5",2070,"Add
30KAF"
"Iron Gate Mean Spill Days per Year",155.2,"days","Hydropower","WW","CMIP5",2070,"Add
30KAF"
"Freq of UKL Flood Control Release",46.3904,"Percent of Days","Flood Control","WW","CMIP5",2070,"Add
30KAF"
"Mean Ann UKL Flood Control Release Volume",377.0861,"KAF","Flood Control","WW","CMIP5",2070,"Add
30KAF"
"KenoReach Mean Ann Fishing Days",208.7,"days","Recreation Fishing","WW","CMIP5",2070,"Add
30KAF"
"BoyleReach Mean Ann Fishing Days",121.7333,"days","Recreation Fishing","WW","CMIP5",2070,"Add
30KAF"
"HellsCornerReach Mean Ann Fishing Days",228.5333,"days","Recreation Fishing","WW","CMIP5",2070,"Add
30KAF"
"IGScottReach Mean Ann Fishing Days",268.4333,"days","Recreation Fishing","WW","CMIP5",2070,"Add
30KAF"
"ScottSalmonReach Mean Ann Fishing Days",175.0333,"days","Recreation Fishing","WW","CMIP5",2070,"Add
30KAF"
"SalmonTrinityReach Mean Ann Fishing Days",206.2,"days","Recreation Fishing","WW","CMIP5",2070,"Add
30KAF"
"TrinityOceanReach Mean Ann Fishing Days",233.9333,"days","Recreation Fishing","WW","CMIP5",2070,"Add
30KAF"
"KenoReach Mean Ann Boating Days",200.6333,"days","Recreation Boating","WW","CMIP5",2070,"Add
30KAF"
"BoyleReach Mean Ann Boating Days",64.5,"days","Recreation Boating","WW","CMIP5",2070,"Add
30KAF"
"HellsCornerReach Mean Ann Boating Days",208.7333,"days","Recreation Boating","WW","CMIP5",2070,"Add
30KAF"
"IGScottReach Mean Ann Boating Days",268.4333,"days","Recreation Boating","WW","CMIP5",2070,"Add
30KAF"
"ScottSalmonReach Mean Ann Boating Days",230.4667,"days","Recreation Boating","WW","CMIP5",2070,"Add
30KAF"
"SalmonTrinityReach Mean Ann Boating Days",206.2,"days","Recreation Boating","WW","CMIP5",2070,"Add
30KAF"
"TrinityOceanReach Mean Ann Boating Days",233.9333,"days","Recreation Boating","WW","CMIP5",2070,"Add
30KAF"
"Mean Project Supply (Apr-Sep)",375.1055,"KAF","Water Delivery","WW","CMIP5",2070,"Add
30KAF"
"Mean Annual UKL Stg and Inflow",1533.7912,"KAF","Water Delivery","WW","CMIP5",2070,"Add
30KAF"
